ID,Timestamp,PGN (Hex),PGN Definition,SPN Definitions,SPN Values
"210","2023-03-08 16:35:44.701591","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"212","2023-03-08 16:35:44.745591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"213","2023-03-08 16:35:44.745591","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"215","2023-03-08 16:35:44.767591","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"216","2023-03-08 16:35:44.767591","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"217","2023-03-08 16:35:44.789591","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"218","2023-03-08 16:35:44.789591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"219","2023-03-08 16:35:44.789591","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"221","2023-03-08 16:35:44.811591","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"224","2023-03-08 16:35:44.833591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"225","2023-03-08 16:35:44.833591","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"226","2023-03-08 16:35:44.855591","0xFF05","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"227","2023-03-08 16:35:44.855591","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"228","2023-03-08 16:35:44.877591","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"229","2023-03-08 16:35:44.877591","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"230","2023-03-08 16:35:44.877591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"231","2023-03-08 16:35:44.899591","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"233","2023-03-08 16:35:44.899591","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"235","2023-03-08 16:35:44.943591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"236","2023-03-08 16:35:44.943591","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"237","2023-03-08 16:35:44.965591","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"238","2023-03-08 16:35:44.965591","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"239","2023-03-08 16:35:44.987591","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"241","2023-03-08 16:35:44.987591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"242","2023-03-08 16:35:44.987591","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"243","2023-03-08 16:35:44.987591","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"249","2023-03-08 16:35:45.009591","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"252","2023-03-08 16:35:45.031591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"253","2023-03-08 16:35:45.031591","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"254","2023-03-08 16:35:45.053591","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"255","2023-03-08 16:35:45.075591","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"256","2023-03-08 16:35:45.075591","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"257","2023-03-08 16:35:45.097591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"258","2023-03-08 16:35:45.097591","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"260","2023-03-08 16:35:45.097591","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"262","2023-03-08 16:35:45.141591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"263","2023-03-08 16:35:45.141591","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"264","2023-03-08 16:35:45.141591","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"265","2023-03-08 16:35:45.163591","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"266","2023-03-08 16:35:45.163591","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"267","2023-03-08 16:35:45.185591","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"268","2023-03-08 16:35:45.185591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"269","2023-03-08 16:35:45.185591","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"271","2023-03-08 16:35:45.207591","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"273","2023-03-08 16:35:45.229591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"274","2023-03-08 16:35:45.229591","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"276","2023-03-08 16:35:45.251591","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"277","2023-03-08 16:35:45.273591","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"278","2023-03-08 16:35:45.273591","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"279","2023-03-08 16:35:45.295591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"280","2023-03-08 16:35:45.295591","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"282","2023-03-08 16:35:45.295591","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"284","2023-03-08 16:35:45.339591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"285","2023-03-08 16:35:45.339591","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"286","2023-03-08 16:35:45.361591","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"287","2023-03-08 16:35:45.361591","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"288","2023-03-08 16:35:45.383591","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"289","2023-03-08 16:35:45.383591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"290","2023-03-08 16:35:45.383591","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"292","2023-03-08 16:35:45.405591","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"294","2023-03-08 16:35:45.427591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"295","2023-03-08 16:35:45.449591","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"296","2023-03-08 16:35:45.449591","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"297","2023-03-08 16:35:45.471591","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"299","2023-03-08 16:35:45.471591","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"300","2023-03-08 16:35:45.493591","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"301","2023-03-08 16:35:45.493591","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"306","2023-03-08 16:35:45.493591","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"308","2023-03-08 16:35:45.537590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"309","2023-03-08 16:35:45.537590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"310","2023-03-08 16:35:45.559590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"311","2023-03-08 16:35:45.581590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"312","2023-03-08 16:35:45.581590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"313","2023-03-08 16:35:45.581590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"314","2023-03-08 16:35:45.581590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"316","2023-03-08 16:35:45.603590","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"318","2023-03-08 16:35:45.647590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"319","2023-03-08 16:35:45.647590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"321","2023-03-08 16:35:45.669590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"322","2023-03-08 16:35:45.669590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"323","2023-03-08 16:35:45.669590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"324","2023-03-08 16:35:45.691590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"325","2023-03-08 16:35:45.691590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"327","2023-03-08 16:35:45.713590","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"329","2023-03-08 16:35:45.735590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"330","2023-03-08 16:35:45.735590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"332","2023-03-08 16:35:45.757590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"333","2023-03-08 16:35:45.779590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"334","2023-03-08 16:35:45.779590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"335","2023-03-08 16:35:45.779590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"336","2023-03-08 16:35:45.801590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"338","2023-03-08 16:35:45.801590","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"341","2023-03-08 16:35:45.845590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"342","2023-03-08 16:35:45.845590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"343","2023-03-08 16:35:45.845590","0xFF05","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"344","2023-03-08 16:35:45.867590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"345","2023-03-08 16:35:45.867590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"346","2023-03-08 16:35:45.889590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"347","2023-03-08 16:35:45.889590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"348","2023-03-08 16:35:45.889590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"350","2023-03-08 16:35:45.911590","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"352","2023-03-08 16:35:45.933590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"353","2023-03-08 16:35:45.933590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"354","2023-03-08 16:35:45.955590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"355","2023-03-08 16:35:45.977590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"356","2023-03-08 16:35:45.977590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"357","2023-03-08 16:35:45.977590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"358","2023-03-08 16:35:45.999590","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"360","2023-03-08 16:35:45.999590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"366","2023-03-08 16:35:45.999590","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"369","2023-03-08 16:35:46.043590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"370","2023-03-08 16:35:46.043590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"371","2023-03-08 16:35:46.065590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"372","2023-03-08 16:35:46.065590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"373","2023-03-08 16:35:46.087590","0xECFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"374","2023-03-08 16:35:46.087590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"375","2023-03-08 16:35:46.087590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"376","2023-03-08 16:35:46.087590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"378","2023-03-08 16:35:46.109590","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"380","2023-03-08 16:35:46.131590","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"381","2023-03-08 16:35:46.131590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"382","2023-03-08 16:35:46.131590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"383","2023-03-08 16:35:46.153590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"384","2023-03-08 16:35:46.175590","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"385","2023-03-08 16:35:46.175590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"386","2023-03-08 16:35:46.175590","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"387","2023-03-08 16:35:46.175590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"388","2023-03-08 16:35:46.197590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"389","2023-03-08 16:35:46.197590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"391","2023-03-08 16:35:46.197590","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"393","2023-03-08 16:35:46.219590","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"394","2023-03-08 16:35:46.241590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"395","2023-03-08 16:35:46.241590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"397","2023-03-08 16:35:46.263590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"398","2023-03-08 16:35:46.263590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"399","2023-03-08 16:35:46.285590","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"400","2023-03-08 16:35:46.285590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"401","2023-03-08 16:35:46.285590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"402","2023-03-08 16:35:46.285590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"404","2023-03-08 16:35:46.307590","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"406","2023-03-08 16:35:46.329590","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"407","2023-03-08 16:35:46.329590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"408","2023-03-08 16:35:46.351590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"409","2023-03-08 16:35:46.351590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"410","2023-03-08 16:35:46.373590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"411","2023-03-08 16:35:46.373590","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"412","2023-03-08 16:35:46.373590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"413","2023-03-08 16:35:46.395590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"414","2023-03-08 16:35:46.395590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
